LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Proba,Score
10400,62442.0,73197.0,DebtCon,ProfExe,8.0,0.0,0.0,47.610677633,1.0,24.0,38.88482776,0.1409356997650703,524.1
18900,17800.0,40798.0,DebtCon,Office,6.0,2.0,0.0,167.46666667,2.0,16.0,,0.760115553204535,417.31
50000,160000.0,235000.0,DebtCon,ProfExe,0.3,0.0,0.0,184.7,0.0,41.0,,0.6768201059463277,432.24
12800,206527.0,227737.0,HomeImp,ProfExe,11.0,0.0,0.0,225.20132562,0.0,22.0,31.12184071,0.03871191002502208,574.76
21400,104657.0,147364.0,DebtCon,Other,7.0,2.0,0.0,149.25448005,2.0,20.0,46.305072149,0.6031455295153029,443.81
25500,84267.0,117833.0,DebtCon,ProfExe,12.0,0.0,1.0,123.75685647,0.0,18.0,27.47115778,0.08065705680253364,546.67
11700,59932.0,80313.0,HomeImp,Office,14.0,0.0,0.0,238.48646158,0.0,32.0,44.474917703,0.03957653954690306,573.93
19800,56745.0,83146.0,DebtCon,Other,11.0,0.0,0.0,85.253619221,0.0,10.0,7.8621936317,0.05117983279183322,564.22
14400,77366.0,130330.0,DebtCon,ProfExe,14.0,0.0,1.0,285.20006197,1.0,18.0,28.171651103,0.07889815424820382,547.54
30500,124225.0,181129.0,DebtCon,Mgr,11.0,0.0,0.0,189.43917118,2.0,28.0,43.168391726,0.032070525214798674,581.79
7500,57800.0,109600.0,DebtCon,Mgr,4.0,0.0,1.0,124.13333333,1.0,18.0,,0.5878824470160757,446.09
22200,72293.0,98997.0,DebtCon,Other,,2.0,1.0,242.21619532,2.0,13.0,42.773568409,0.10410313327115332,536.54
11900,81318.0,105454.0,HomeImp,ProfExe,6.0,0.0,0.0,92.136821036,1.0,33.0,37.525751033,0.049876734621586365,565.2
33500,73761.0,117729.0,DebtCon,Mgr,11.0,0.0,0.0,62.120909614,0.0,35.0,25.461614071,0.0657465907834352,554.62
15700,60316.0,80000.0,DebtCon,Mgr,0.2,1.0,0.0,85.2,1.0,23.0,,0.7190430355161219,425.01
19100,22094.0,61820.0,HomeImp,ProfExe,5.0,0.0,0.0,201.13547773,0.0,13.0,28.888876198,0.04171274709183035,571.95
13300,76663.0,96022.0,DebtCon,ProfExe,10.0,2.0,0.0,180.0294503,1.0,30.0,27.045006761,0.0608360198246009,557.61
13500,40023.0,67357.0,DebtCon,Mgr,,,,,,,38.319425851,0.09497172724649891,540.21
12000,63019.0,74204.0,DebtCon,Office,6.0,0.0,0.0,98.591738332,2.0,14.0,24.490438355,0.05397578284162433,562.19
17600,,45119.0,DebtCon,Other,,,,354.73591921,,17.0,34.495046658,0.07630445206465741,548.84
15100,,53238.0,DebtCon,Other,,,,350.96116447,,16.0,34.055847665,0.08511628900360826,544.56
19800,73557.0,95770.0,DebtCon,Mgr,0.0,0.0,0.0,70.029159184,0.0,17.0,25.596617373,0.05398193442366442,562.19
27600,121592.0,153432.0,DebtCon,Mgr,2.0,0.0,0.0,297.0016085,0.0,24.0,40.015316476,0.03704308696674935,576.41
19200,62334.0,91300.0,DebtCon,Mgr,8.0,0.0,1.0,92.333333333,4.0,13.0,,0.6658743513377732,434.03
20900,66575.0,79416.0,DebtCon,ProfExe,13.0,2.0,1.0,107.26951261,7.0,28.0,28.382337015,0.34635525080490637,481.81
13500,59941.0,69336.0,HomeImp,Other,29.0,1.0,2.0,182.69566963,1.0,24.0,35.51267298,0.2248386118732314,503.54
15700,16804.0,34294.0,DebtCon,Mgr,9.0,0.0,0.0,131.77342323,0.0,10.0,23.979702773,0.06129762456014068,557.32
16800,94851.0,119053.0,DebtCon,Office,2.0,0.0,1.0,270.9986111,1.0,34.0,27.009239289,0.08174055678497913,546.15
21200,63093.0,101789.0,HomeImp,ProfExe,18.0,0.0,0.0,623.45620883,1.0,24.0,19.414587953,0.032421091567894245,581.39
29000,101824.0,,DebtCon,Mgr,4.0,2.0,4.0,186.7,0.0,14.0,,0.7453347795042998,420.17
21000,90425.0,97741.0,DebtCon,ProfExe,1.0,0.0,0.0,123.97280612,0.0,20.0,33.56414529,0.05158583740677416,563.92
88500,50240.0,94687.0,DebtCon,Other,16.0,0.0,0.0,214.42620557,0.0,16.0,34.751158347,0.029503141407495374,584.9
65100,67389.0,142740.0,HomeImp,Office,9.0,0.0,1.0,116.90610408,0.0,11.0,43.368718125,0.12083908597250798,530.48
15000,,,DebtCon,,0.0,2.0,1.0,91.266666667,1.0,10.0,,0.6664105315745834,433.95
11900,29822.0,48574.0,DebtCon,Office,13.0,0.0,0.0,132.4016914,0.0,4.0,36.611156973,0.11574916421314496,532.24
21500,94310.0,142986.0,DebtCon,ProfExe,22.0,1.0,0.0,170.20499962,0.0,25.0,39.566646239,0.06243005588019334,556.62
18900,69325.0,102438.0,DebtCon,Other,,2.0,1.0,222.65227491,2.0,13.0,43.524097796,0.13181440218373575,526.89
13700,53094.0,79069.0,HomeImp,Other,2.0,0.0,2.0,155.81528651,0.0,13.0,29.556366385,0.1350243634361552,525.89
3000,,14500.0,HomeImp,Other,3.0,0.0,0.0,9.3,14.0,2.0,,0.8082210084924583,407.02
20000,79741.0,117600.0,DebtCon,Other,10.0,0.0,0.0,291.16666667,2.0,17.0,,0.02968425823547227,584.67
9400,57105.0,67061.0,HomeImp,Other,6.0,0.0,0.0,129.50848379,0.0,34.0,35.734592764,0.062259916736069884,556.72
32000,92400.0,215000.0,,Self,2.5,1.0,3.0,165.33333333,1.0,40.0,,0.7130724853464824,426.07
15900,96854.0,156450.0,DebtCon,Mgr,1.0,0.0,0.0,212.66600461,0.0,19.0,40.213384582,0.03984394555594692,573.67
20100,104183.0,139637.0,HomeImp,ProfExe,10.0,0.0,0.0,162.00418077,1.0,23.0,34.624202813,0.042277392770282175,571.44
13700,70763.0,78449.0,DebtCon,Office,12.0,0.0,0.0,271.65672425,5.0,36.0,40.561983645,0.057558471053582985,559.74
21000,133430.0,189263.0,DebtCon,ProfExe,22.0,0.0,0.0,229.98699803,1.0,23.0,40.564121581,0.031165434892592235,582.86
23800,19612.0,77300.0,DebtCon,ProfExe,15.0,0.0,6.0,173.46666667,0.0,19.0,,0.7984323108920282,409.26
13700,32942.0,40143.0,HomeImp,Other,8.0,0.0,0.0,65.000742252,2.0,12.0,30.268368849,0.09063449446338283,542.07
10800,52600.0,66700.0,DebtCon,ProfExe,2.0,0.0,0.0,110.56666667,5.0,26.0,,0.7193427964013586,424.96
12300,114457.0,144284.0,DebtCon,ProfExe,1.0,0.0,0.0,252.6592531,0.0,45.0,32.497145096,0.05638351264682763,560.52
21300,183386.0,230443.0,DebtCon,ProfExe,1.0,0.0,0.0,288.37369758,1.0,26.0,39.334879021,0.055419352679432335,561.18
28800,30357.0,56776.0,DebtCon,Other,35.0,0.0,0.0,294.42002143,0.0,22.0,37.537461252,0.046931755087209065,567.5
13500,67180.0,85634.0,DebtCon,Sales,5.0,0.0,0.0,147.35531256,0.0,35.0,28.522553371,0.05590491691748443,560.85
20700,48134.0,78954.0,,,,,,,,,37.760482419,0.04243621668231826,571.3
9800,49298.0,73426.0,HomeImp,Office,9.0,3.0,1.0,242.38901624,1.0,29.0,34.690361253,0.1777533371984103,514.15
27300,55973.0,93503.0,DebtCon,Other,22.0,0.0,1.0,167.74173154,0.0,19.0,26.210175973,0.06407617063849871,555.62
16300,43500.0,69875.0,DebtCon,ProfExe,5.0,0.0,0.0,245.53333333,3.0,32.0,,0.05889133631328141,558.86
25000,89000.0,122000.0,DebtCon,ProfExe,0.0,1.0,0.0,193.8,3.0,38.0,,0.14329192374075989,523.4
50800,,91305.0,HomeImp,Other,,0.0,0.0,344.95417824,0.0,7.0,23.519128515,0.039427464995345864,574.07
12000,72000.0,106000.0,DebtCon,Other,6.0,0.0,0.0,78.066666667,2.0,14.0,,0.058711137603046595,558.98
20500,87892.0,136867.0,DebtCon,Other,10.0,0.0,0.0,96.929644692,3.0,15.0,40.162919392,0.051983558518238285,563.62
20300,71387.0,107363.0,HomeImp,Other,4.0,0.0,0.0,219.87473017,0.0,13.0,29.567221404,0.033047621060758245,580.67
18700,45365.0,71853.0,DebtCon,Other,7.0,0.0,0.0,98.456484436,3.0,15.0,41.388747587,0.05316978115982022,562.76
30900,190480.0,298239.0,DebtCon,Other,27.0,0.0,1.0,164.60487057,0.0,23.0,39.601452126,0.09080357078349646,542.0
31100,136521.0,188264.0,DebtCon,ProfExe,1.0,1.0,0.0,227.65187783,2.0,19.0,38.518644882,0.09010154882964015,542.31
23000,76213.0,184360.0,,Other,12.0,0.0,0.0,379.34995485,0.0,16.0,32.040366079,0.030566551590848815,583.58
16200,43794.0,69458.0,HomeImp,Office,2.0,0.0,0.0,140.50291634,0.0,18.0,31.109528667,0.06627234007045985,554.32
18400,48970.0,69559.0,DebtCon,ProfExe,20.0,0.0,0.0,178.01583301,0.0,23.0,39.707988067,0.029546521503120884,584.84
15000,73500.0,105000.0,DebtCon,Other,1.0,0.0,2.0,205.93333333,2.0,25.0,,0.48943513294968993,460.43
24800,,59934.0,DebtCon,Other,,0.0,1.0,305.68234683,0.0,18.0,38.029738357,0.07357346418976841,550.26
9000,93521.0,126024.0,HomeImp,Other,9.0,,,411.75308126,1.0,49.0,41.664281039,0.0368537533284218,576.6
20900,122807.0,150896.0,DebtCon,Other,5.0,0.0,0.0,123.4795377,2.0,13.0,30.424481104,0.06411285424509941,555.59
22300,21571.0,42590.0,DebtCon,Other,25.0,0.0,0.0,297.67446271,,13.0,33.117017357,0.040785923359976134,572.8
26200,72648.0,123582.0,DebtCon,Office,0.0,1.0,0.0,331.35288565,0.0,23.0,37.545837379,0.05771238775937403,559.63
13400,9698.0,65524.0,HomeImp,Other,9.0,1.0,0.0,345.54310649,1.0,21.0,15.761919171,0.06246601444884401,556.6
31600,15036.0,44220.0,DebtCon,Other,28.0,0.0,0.0,204.70091689,0.0,14.0,42.618223461,0.04822061313237234,566.48
27700,19300.0,39000.0,DebtCon,Mgr,12.0,3.0,0.0,212.06666667,0.0,46.0,,0.6519563641295021,436.27
8400,75912.0,95329.0,DebtCon,Mgr,18.0,0.0,1.0,294.16422462,0.0,24.0,38.641804544,0.06091095607151833,557.57
20500,82638.0,109915.0,DebtCon,Other,,0.0,0.0,176.3666652,1.0,25.0,37.864832833,0.03998003730661102,573.55
50000,220528.0,300900.0,HomeImp,Self,5.0,0.0,0.0,0.0,0.0,2.0,,0.8400550492894816,399.08
6200,,80078.0,,,,,,,,,25.375544161,0.06913998777936418,552.68
7000,46000.0,66660.0,DebtCon,Office,1.0,0.0,1.0,138.23333333,0.0,9.0,,0.5330862305798725,454.12
19500,50000.0,89100.0,,ProfExe,7.0,2.0,1.0,86.233333333,4.0,25.0,,0.7656417639344043,416.2
28900,63748.0,36392.0,DebtCon,Sales,9.0,4.0,1.0,124.24789861,6.0,23.0,44.578500055,0.478473014105178,462.01
42000,9999.0,50681.0,HomeImp,ProfExe,3.0,0.0,0.0,326.06798565,5.0,15.0,12.386741311,0.17265511247172383,515.42
15900,90017.0,114267.0,DebtCon,ProfExe,8.0,0.0,0.0,205.21832935,2.0,36.0,41.230512181,0.037532742025095295,575.92
12400,57105.0,74582.0,DebtCon,Other,12.0,0.0,0.0,134.03176787,0.0,20.0,36.925736414,0.05318264274497742,562.76
10100,45493.0,54605.0,HomeImp,Mgr,21.0,0.0,1.0,234.59177844,0.0,18.0,36.594664037,0.06859336546941545,552.99
11400,,27439.0,HomeImp,,27.0,0.0,0.0,208.17711251,0.0,5.0,23.830110576,0.12569428307651082,528.86
26000,150773.0,179077.0,DebtCon,Other,1.0,0.0,0.0,186.91446699,0.0,35.0,38.707779709,0.04498752886954363,569.1
7500,42721.0,67000.0,DebtCon,Other,15.0,1.0,3.0,126.76666667,2.0,23.0,,0.7111538180592315,426.41
26700,40785.0,75601.0,DebtCon,Mgr,14.0,1.0,0.0,98.240520895,5.0,15.0,34.154228193,0.07081750490750527,551.75
38900,198749.0,270751.0,DebtCon,ProfExe,4.0,0.0,0.0,245.89544438,0.0,32.0,29.622368686,0.041469529453926256,572.17
21500,9579.0,30807.0,DebtCon,Other,,0.0,0.0,58.117463621,2.0,19.0,42.49201034,0.13281293758340135,526.58
48800,47476.0,105332.0,HomeImp,Self,9.0,0.0,0.0,194.13891853,3.0,36.0,40.653434674,0.05375875460734797,562.34
20800,27453.0,49041.0,DebtCon,Other,0.0,,,296.3963289,,24.0,37.069956867,0.043008930928990115,570.8
13000,61612.0,99132.0,HomeImp,ProfExe,8.0,0.0,0.0,262.73333333,1.0,12.0,,0.0313204134063483,582.67
9000,56226.0,67466.0,HomeImp,Other,7.0,0.0,0.0,126.74508707,0.0,16.0,33.987846976,0.06368936436737829,555.85
7500,80440.0,72920.0,HomeImp,Mgr,8.0,0.0,1.0,201.5,0.0,24.0,,0.5007614721718976,458.79
27800,142356.0,177328.0,DebtCon,ProfExe,6.0,0.0,0.0,315.17556745,0.0,35.0,38.595990922,0.03384071124623207,579.79
14200,,31671.0,DebtCon,Other,13.0,,,82.99126514,2.0,8.0,33.215104024,0.08816759483546603,543.16
23900,,63096.0,DebtCon,Other,,0.0,0.0,313.80972585,0.0,19.0,37.513324048,0.03559169145642646,577.9
5000,81748.0,,DebtCon,ProfExe,14.0,1.0,2.0,144.06666667,2.0,17.0,,0.6233613219676062,440.73
18600,38674.0,63641.0,HomeImp,Other,23.0,0.0,0.0,245.04937197,0.0,13.0,25.180989842,0.03497532378963916,578.56
23600,140284.0,182591.0,DebtCon,ProfExe,21.0,0.0,0.0,224.94134673,0.0,24.0,41.871755799,0.03101912458463272,583.03
12000,,,HomeImp,Other,19.0,0.0,8.0,195.83333333,0.0,13.0,,0.798146621514019,409.32
5200,,36425.0,DebtCon,Other,2.0,0.0,0.0,266.81346457,1.0,14.0,23.797401058,0.10130348964669775,537.63
10600,37742.0,64334.0,DebtCon,Mgr,,,,,,,37.541257884,0.13609934972913112,525.56
22300,101738.0,145709.0,HomeImp,,,,,,,,38.719965803,0.04902061300302135,565.85
19500,58638.0,13930.0,DebtCon,Other,4.0,,,69.005027135,0.0,16.0,42.50002486,0.21577050809605233,505.45
10000,7718.0,77750.0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,,0.039505342665992114,574.0
15300,22079.0,168281.0,HomeImp,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.771122696,0.03638404159393638,577.08
23600,82639.0,114266.0,DebtCon,Other,,0.0,0.0,186.15634723,2.0,25.0,37.943868201,0.03632434677952329,577.14
10600,31216.0,44716.0,DebtCon,Other,8.0,,1.0,149.19464754,6.0,29.0,37.88226039,0.1754614479023018,514.71
28800,,44761.0,DebtCon,Other,10.0,0.0,,84.728267958,,14.0,22.841663187,0.08068762402304414,546.66
34100,139035.0,198788.0,DebtCon,ProfExe,23.0,0.0,0.0,171.96329162,1.0,22.0,37.685892078,0.04204664497320429,571.65
15100,,98114.0,,Other,,0.0,0.0,198.07538071,1.0,10.0,31.545842659,0.03509928038472826,578.43
14400,80123.0,102223.0,DebtCon,ProfExe,9.0,2.0,0.0,176.418283,0.0,30.0,27.644954624,0.08593703724775857,544.18
30800,54981.0,82038.0,DebtCon,Office,2.0,0.0,0.0,165.07784739,2.0,19.0,41.239256279,0.04656438849643218,567.8
21900,,57036.0,DebtCon,Other,,0.0,0.0,308.60344479,0.0,18.0,39.2346081,0.08442586571108164,544.88
14000,43173.0,65985.0,HomeImp,ProfExe,5.0,0.0,0.0,215.98589471,3.0,18.0,37.148691731,0.10410850641791251,536.53
26500,112059.0,179599.0,DebtCon,Sales,15.0,0.0,0.0,313.2053014,0.0,30.0,36.359104168,0.04878147755056534,566.04
29200,50105.0,83815.0,DebtCon,Other,21.0,0.0,0.0,188.20102865,0.0,26.0,35.595750669,0.03133863835753336,582.65
15000,86000.0,,DebtCon,Mgr,1.0,0.0,0.0,63.7,1.0,27.0,,0.6522348890271996,436.22
18500,99474.0,127470.0,DebtCon,Office,22.0,0.0,0.0,287.00225626,3.0,16.0,30.996027629,0.03221162262259055,581.63
23000,32946.0,52054.0,HomeImp,Self,6.0,0.0,,123.06721674,,10.0,24.02181712,0.07783524411942157,548.07
25200,69510.0,90781.0,DebtCon,ProfExe,6.0,0.0,1.0,143.83135388,4.0,25.0,35.326912601,0.15762916623214573,519.35
39100,128996.0,195061.0,DebtCon,Mgr,,1.0,0.0,167.66450863,0.0,25.0,31.805596283,0.06274470265133708,556.43
50900,,85196.0,HomeImp,Other,,0.0,0.0,351.45087807,0.0,6.0,21.595479997,0.048537446046695576,566.23
22500,87361.0,140632.0,DebtCon,ProfExe,24.0,0.0,0.0,146.29617189,0.0,25.0,39.876769931,0.0406707409845774,572.9
16600,95860.0,123546.0,DebtCon,Office,0.0,,2.0,252.75748794,1.0,29.0,40.608567483,0.14356448212345996,523.32
10400,64904.0,76767.0,DebtCon,Office,11.0,0.0,0.0,245.01801188,4.0,37.0,41.423844135,0.049665192833093307,565.36
12900,31498.0,42695.0,HomeImp,Mgr,14.0,0.0,0.0,55.021588949,0.0,9.0,31.992753482,0.10685717475306188,535.48
28300,137159.0,186153.0,DebtCon,Mgr,0.0,,,112.17281254,,38.0,29.874731494,0.04251239136101988,571.24
22400,91402.0,100845.0,DebtCon,ProfExe,2.0,1.0,0.0,132.21662181,0.0,20.0,35.682471229,0.07666780123532402,548.66
18300,40018.0,65355.0,DebtCon,Other,16.0,1.0,0.0,287.97462979,0.0,21.0,28.362882965,0.06167384571886783,557.09
5700,49514.0,58249.0,HomeImp,Office,21.0,0.0,0.0,212.53911509,0.0,21.0,21.258026878,0.040870456113707945,572.72
61400,46126.0,83800.0,,Other,33.0,0.0,1.0,339.9,1.0,23.0,,0.4981891875432285,459.16
12200,67474.0,88473.0,DebtCon,Other,2.0,0.0,0.0,234.77599668,3.0,26.0,29.097298793,0.0361491207758166,577.32
15400,104451.0,119195.0,DebtCon,Office,5.0,0.0,0.0,264.76165219,0.0,34.0,29.963272776,0.03392604689471403,579.7
82200,16097.0,111287.0,HomeImp,,26.0,0.0,0.0,142.1199793,0.0,14.0,31.743472096,0.04522700638199924,568.9
8600,42226.0,50386.0,HomeImp,Mgr,21.0,1.0,0.0,223.32646239,0.0,17.0,34.927866116,0.08450103360297387,544.84
25900,201877.0,239546.0,HomeImp,Other,6.0,0.0,0.0,134.85324273,0.0,42.0,40.398114335,0.09784369427652606,539.02
30800,147577.0,187129.0,DebtCon,Office,11.0,0.0,0.0,,0.0,0.0,42.362252638,0.38014287339785957,476.54
9500,47019.0,59413.0,DebtCon,Other,4.0,0.0,0.0,78.02555168,0.0,11.0,31.418132394,0.10329262949172506,536.85
20400,99781.0,128452.0,DebtCon,Office,23.0,0.0,0.0,265.95084552,2.0,16.0,33.79937887,0.02906531642585004,585.45
27900,66027.0,102745.0,DebtCon,ProfExe,9.0,0.0,0.0,298.10325142,1.0,32.0,38.250306047,0.03192063634910416,581.97
50000,235000.0,295000.0,HomeImp,Mgr,6.0,0.0,1.0,110.56666667,8.0,23.0,,0.6954772862083951,429.12
12100,46152.0,72773.0,DebtCon,Other,0.0,0.0,0.0,270.48998006,0.0,20.0,29.495115994,0.02265109301769793,594.68
70500,196690.0,288512.0,DebtCon,Self,9.0,0.0,0.0,227.02713568,2.0,24.0,29.582300922,0.040200482081445416,573.34
27600,123121.0,157337.0,DebtCon,Mgr,2.0,0.0,0.0,283.28285346,0.0,24.0,36.948273863,0.038257332854340007,575.2
9800,74962.0,108730.0,HomeImp,ProfExe,4.0,0.0,1.0,76.392416053,1.0,33.0,37.32134756,0.16791905509406083,516.63
22600,69675.0,92300.0,DebtCon,Other,16.0,0.0,6.0,240.43333333,0.0,30.0,,0.8143014848662264,405.59
41600,,48319.0,DebtCon,Other,,5.0,,113.79890685,,20.0,29.041253408,0.09239841720862689,541.31
15300,54412.0,95123.0,DebtCon,ProfExe,6.0,0.0,0.0,134.24264794,2.0,22.0,35.085720684,0.04743502715004753,567.1
27500,97601.0,136546.0,DebtCon,Other,9.0,0.0,0.0,80.497147072,5.0,39.0,,0.6389035618092541,438.32
12100,55147.0,72553.0,DebtCon,Other,0.0,0.0,0.0,229.40617542,0.0,10.0,35.867729634,0.031480494557995016,582.48
15600,49151.0,62005.0,DebtCon,Other,4.0,0.0,0.0,185.65308797,0.0,14.0,36.021100446,0.03881907117232017,574.65
25400,,45369.0,DebtCon,Other,,,,87.26384702,,12.0,27.529497704,0.08277953357494497,545.65
10000,31000.0,58240.0,DebtCon,Mgr,,,,,,,,0.18298280302988432,512.87
26000,100548.0,207647.0,DebtCon,Other,22.0,0.0,0.0,218.59599134,0.0,18.0,26.55949496,0.029815818532393318,584.51
20000,83205.0,132000.0,DebtCon,Other,11.0,0.0,0.0,97.4,3.0,15.0,,0.05163164302683735,563.88
8100,28187.0,32584.0,DebtCon,Other,0.0,1.0,0.0,27.048834712,10.0,7.0,29.287956831,0.10642380374783039,535.65
18000,7051.0,66200.0,DebtCon,Office,,0.0,0.0,250.56666667,0.0,22.0,,0.03612581327653125,577.35
9700,47000.0,82000.0,HomeImp,Other,,1.0,2.0,96.633333333,,8.0,,0.6569575053625585,435.47
17700,50886.0,106673.0,HomeImp,Other,2.0,0.0,2.0,57.090659606,1.0,10.0,40.85911311,0.3091058726257582,487.91
22800,76733.0,105624.0,DebtCon,Mgr,1.0,,,225.32750789,5.0,23.0,40.691953683,0.04216650289596115,571.54
7000,53194.0,81150.0,HomeImp,ProfExe,14.0,7.0,0.0,183.63333333,2.0,28.0,,0.745214832315749,420.19
40800,127034.0,198587.0,DebtCon,Mgr,,1.0,0.0,186.5429439,0.0,25.0,35.400021279,0.05542057180662378,561.18
27500,,40807.0,DebtCon,Other,8.0,1.0,,95.533519165,,13.0,20.39892362,0.0994760763707088,538.36
25700,50800.0,85000.0,DebtCon,Other,23.0,1.0,2.0,184.26666667,1.0,20.0,,0.2308998968388174,502.3
15200,53433.0,114245.0,HomeImp,Office,2.0,,3.0,155.36748659,1.0,24.0,36.954615162,0.1604623284980912,518.59
13700,74015.0,113766.0,DebtCon,Other,7.0,0.0,0.0,75.892415281,2.0,14.0,36.395366326,0.05728704414605315,559.92
19500,47000.0,70000.0,DebtCon,Mgr,15.0,0.0,0.0,220.16666667,5.0,21.0,,0.6108970125812822,442.63
21700,79240.0,96784.0,DebtCon,Mgr,5.0,0.0,0.0,64.508423594,6.0,24.0,38.078963128,0.11042982532170012,534.15
43300,,48908.0,DebtCon,Other,,5.0,,123.40285992,,19.0,28.192353244,0.09023447242917694,542.25
4000,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.53333333,3.0,12.0,,0.7678220361279966,415.77
10300,,69085.0,HomeImp,Other,,0.0,0.0,380.27804051,0.0,7.0,36.739820219,0.06147514217158422,557.21
16500,,42894.0,HomeImp,Other,1.0,0.0,0.0,331.42686954,0.0,8.0,26.895804457,0.11184695504845286,533.64
9300,30204.0,57036.0,,Other,30.0,0.0,0.0,235.49281298,0.0,19.0,23.137840556,0.04914081160506931,565.76
17800,54003.0,116434.0,DebtCon,ProfExe,18.0,0.0,0.0,268.71530396,0.0,19.0,24.251971765,0.02878059393687606,585.82
15700,,54557.0,DebtCon,Office,2.0,0.0,0.0,93.044539516,2.0,8.0,41.25598551,0.11208245194842424,533.55
15800,94363.0,128434.0,DebtCon,Mgr,4.0,,,241.73612588,2.0,42.0,39.221891679,0.06815325575960475,553.23
24500,69615.0,94656.0,DebtCon,ProfExe,7.0,0.0,1.0,136.55562165,3.0,26.0,35.565296678,0.09577165458079513,539.88
33700,28956.0,45640.0,DebtCon,Other,0.0,0.0,0.0,59.042703682,0.0,6.0,16.495080637,0.08449223843905562,544.85
50400,53992.0,63772.0,DebtCon,Office,12.0,0.0,1.0,98.822396477,2.0,25.0,40.425704342,0.10725550721947076,535.33
17300,65077.0,91991.0,DebtCon,Other,0.0,2.0,3.0,114.02344238,2.0,26.0,35.90776048,0.19032482460078967,511.13
12600,62493.0,77141.0,,Other,13.0,0.0,0.0,266.33310144,0.0,26.0,27.007872196,0.034510226106608914,579.06
6700,51855.0,58084.0,HomeImp,Office,21.0,0.0,0.0,193.75474567,0.0,19.0,19.549571698,0.03462964132222391,578.93
11500,21096.0,38952.0,DebtCon,Office,13.0,0.0,0.0,129.7,0.0,5.0,,0.5155121688826203,456.66
10100,81263.0,98536.0,DebtCon,Mgr,1.0,0.0,0.0,73.160447708,1.0,23.0,38.331255722,0.07494729388477252,549.54
15000,102988.0,130000.0,DebtCon,Other,1.3,0.0,0.0,289.16666667,0.0,47.0,,0.05273022119993929,563.08
24900,17139.0,33269.0,DebtCon,Other,16.0,3.0,0.0,124.19682654,1.0,18.0,26.275832415,0.10670012123474243,535.54
21900,51861.0,68951.0,DebtCon,ProfExe,10.0,0.0,0.0,188.97861712,0.0,42.0,38.999754155,0.04614085736026072,568.15
33000,153000.0,164000.0,DebtCon,Office,9.0,0.0,0.0,117.66666667,4.0,32.0,,0.6535560702029813,436.01
19800,47488.0,77916.0,,,,,,,,,37.308246697,0.04703829030668973,567.42
12100,90917.0,102400.0,DebtCon,Sales,11.0,,2.0,159.87451797,0.0,17.0,33.453728495,0.18787330846487302,511.7
7500,84479.0,104571.0,DebtCon,ProfExe,23.0,0.0,0.0,47.832851338,3.0,14.0,33.075010372,0.10549805375414475,536.0
15000,38000.0,73200.0,DebtCon,Other,6.0,0.0,0.0,171.3,0.0,17.0,,0.5828830527825078,446.83
32400,51220.0,106361.0,DebtCon,Office,3.0,0.0,0.0,172.36214796,2.0,24.0,36.489097213,0.044775916745846106,569.28
45900,52720.0,115224.0,DebtCon,Other,,0.0,1.0,126.11651831,0.0,21.0,,0.5935755171623225,445.24
22400,52597.0,69312.0,DebtCon,Office,2.0,0.0,0.0,224.24133068,0.0,12.0,33.82410789,0.03731298927820857,576.14
29000,152065.0,192445.0,HomeImp,Self,2.0,0.0,0.0,166.94856833,0.0,16.0,41.563839245,0.08936286596304104,542.63
10400,45710.0,55299.0,DebtCon,Office,0.0,0.0,0.0,166.37415023,0.0,20.0,34.536411741,0.05692290019793769,560.16
13000,40996.0,58938.0,DebtCon,Mgr,,,,,,,35.809612733,0.09685445914820946,539.43
30400,45747.0,78829.0,DebtCon,Office,0.0,0.0,0.0,174.36374815,3.0,18.0,41.256794683,0.04278919495779718,570.99
42900,8117.0,66731.0,HomeImp,Office,,0.0,0.0,315.25481892,0.0,19.0,13.312355906,0.03125664828034583,582.75
21000,53572.0,80048.0,DebtCon,Mgr,9.0,2.0,0.0,69.906569837,2.0,27.0,34.931086497,0.09368580106521483,540.76
13200,81654.0,114333.0,DebtCon,Other,5.0,0.0,0.0,97.962961658,1.0,13.0,33.743367654,0.05350027190101298,562.53
28500,137174.0,186118.0,DebtCon,Mgr,1.0,,,115.29481113,,39.0,32.87512565,0.07012083803996765,552.13
8400,77916.0,93589.0,DebtCon,ProfExe,0.0,,,,,,27.873870625,0.056222141316778745,560.63
19500,10506.0,70945.0,DebtCon,Office,,0.0,0.0,247.79199149,0.0,22.0,39.755605133,0.03216625314457482,581.68
7500,12115.0,35910.0,HomeImp,Office,13.0,3.0,6.0,234.90075082,0.0,24.0,24.662276673,0.7756064109218849,414.17
11500,104790.0,122169.0,,Office,16.0,1.0,0.0,266.12105655,0.0,16.0,34.082178462,0.07116788080488747,551.56
14000,50890.0,68722.0,DebtCon,Other,8.0,0.0,1.0,135.76848539,2.0,49.0,29.448045527,0.10006950927314667,538.12
10000,42300.0,,DebtCon,Mgr,11.0,1.0,0.0,31.4,3.0,5.0,,0.6423692403422825,437.78
15200,,67103.0,,,1.0,0.0,0.0,,0.0,0.0,3.6889584957,0.27904116655365685,493.14
